-10.0 -10.0 -0.0
-10.0 -9.899999999999999 -0.0
-10.0 -9.799999999999999 -0.0
-10.0 -9.7 -0.0
-10.0 -9.6 -0.0
-10.0 -9.5 -0.0
-10.0 -9.399999999999999 -0.0
-10.0 -9.299999999999999 -0.0
-10.0 -9.2 0.0
-10.0 -9.1 0.0
-10.0 -9.0 0.0
-10.0 -8.899999999999999 0.0
-10.0 -8.799999999999999 0.0
-10.0 -8.7 0.0
-10.0 -8.6 0.0
-10.0 -8.5 0.0
-10.0 -8.399999999999999 0.0
-10.0 -8.299999999999999 0.0
-10.0 -8.2 0.0
-10.0 -8.1 0.0
-10.0 -8.0 0.0
-10.0 -7.899999999999999 0.0
-10.0 -7.799999999999999 0.0
-10.0 -7.699999999999999 -0.0
-10.0 -7.6 -0.0
-10.0 -7.5 -0.0
-10.0 -7.399999999999999 -0.0
-10.0 -7.299999999999999 -0.0
-10.0 -7.199999999999999 -0.0
-10.0 -7.1 -0.0
-10.0 -7.0 -0.0
-10.0 -6.899999999999999 -0.0
-10.0 -6.799999999999999 -0.0
-10.0 -6.699999999999999 -0.0
-10.0 -6.6 -0.0
-10.0 -6.5 -0.0
-10.0 -6.399999999999999 -0.0
-10.0 -6.299999999999999 -0.0
-10.0 -6.199999999999999 -0.0
-10.0 -6.1 -0.0
-10.0 -6.0 0.0
-10.0 -5.899999999999999 0.0
-10.0 -5.799999999999999 0.0
-10.0 -5.699999999999999 0.0
-10.0 -5.6 0.0
-10.0 -5.5 0.0
-10.0 -5.399999999999999 0.0
-10.0 -5.299999999999999 -0.0
-10.0 -5.199999999999999 -0.0
-10.0 -5.1 -0.0
-10.0 -5.0 -0.0
-10.0 -4.899999999999999 -0.0
-10.0 -4.799999999999999 -0.0
-10.0 -4.699999999999999 -0.0
-10.0 -4.6 -0.0
-10.0 -4.5 -0.0
-10.0 -4.399999999999999 -0.0
-10.0 -4.299999999999999 -0.0
-10.0 -4.199999999999999 0.0
-10.0 -4.1 0.0
-10.0 -4.0 0.0
-10.0 -3.8999999999999986 0.0
-10.0 -3.8000000000000007 0.0
-10.0 -3.6999999999999993 0.0
-10.0 -3.599999999999998 0.0
-10.0 -3.5 0.0
-10.0 -3.3999999999999986 0.0
-10.0 -3.3000000000000007 0.0
-10.0 -3.1999999999999993 0.0
-10.0 -3.099999999999998 0.0
-10.0 -3.0 0.0
-10.0 -2.8999999999999986 0.0
-10.0 -2.8000000000000007 0.0
-10.0 -2.6999999999999993 0.0
-10.0 -2.599999999999998 0.0
-10.0 -2.5 0.0
-10.0 -2.3999999999999986 0.0
-10.0 -2.3000000000000007 0.0
-10.0 -2.1999999999999993 0.0
-10.0 -2.099999999999998 0.0
-10.0 -2.0 0.0
-10.0 -1.8999999999999986 0.0
-10.0 -1.8000000000000007 0.0
-10.0 -1.6999999999999993 0.0
-10.0 -1.5999999999999979 0.0
-10.0 -1.5 0.0
-10.0 -1.3999999999999986 0.0
-10.0 -1.3000000000000007 0.0
-10.0 -1.1999999999999993 0.0
-10.0 -1.0999999999999979 0.0
-10.0 -1.0 0.0
-10.0 -0.8999999999999986 0.0
-10.0 -0.7999999999999972 0.0
-10.0 -0.6999999999999993 0.0
-10.0 -0.5999999999999979 0.0
-10.0 -0.5 0.0
-10.0 -0.3999999999999986 0.0
-10.0 -0.29999999999999716 0.0
-10.0 -0.1999999999999993 0.0
-10.0 -0.09999999999999787 0.0
-10.0 0.0 0.0
-10.0 0.10000000000000142 0.0
-10.0 0.20000000000000284 0.0
-10.0 0.3000000000000007 0.0
-10.0 0.40000000000000213 0.0
-10.0 0.5 0.0
-10.0 0.6000000000000014 0.0
-10.0 0.7000000000000028 0.0
-10.0 0.8000000000000007 0.0
-10.0 0.9000000000000021 0.0
-10.0 1.0 0.0
-10.0 1.1000000000000014 0.0
-10.0 1.2000000000000028 0.0
-10.0 1.3000000000000007 0.0
-10.0 1.4000000000000021 0.0
-10.0 1.5 0.0
-10.0 1.6000000000000014 0.0
-10.0 1.7000000000000028 0.0
-10.0 1.8000000000000007 0.0
-10.0 1.9000000000000021 0.0
-10.0 2.0 0.0
-10.0 2.1000000000000014 0.0
-10.0 2.200000000000003 0.0
-10.0 2.3000000000000007 0.0
-10.0 2.400000000000002 0.0
-10.0 2.5 0.0
-10.0 2.6000000000000014 0.0
-10.0 2.700000000000003 0.0
-10.0 2.8000000000000007 0.0
-10.0 2.900000000000002 0.0
-10.0 3.0 0.0
-10.0 3.1000000000000014 0.0
-10.0 3.200000000000003 0.0
-10.0 3.3000000000000007 0.0
-10.0 3.400000000000002 0.0
-10.0 3.5 0.0
-10.0 3.6000000000000014 0.0
-10.0 3.700000000000003 0.0
-10.0 3.8000000000000007 0.0
-10.0 3.900000000000002 0.0
-10.0 4.0 0.0
-10.0 4.100000000000001 0.0
-10.0 4.200000000000003 0.0
-10.0 4.300000000000001 0.0
-10.0 4.400000000000002 0.0
-10.0 4.5 0.0
-10.0 4.600000000000001 0.0
-10.0 4.700000000000003 0.0
-10.0 4.800000000000001 0.0
-10.0 4.900000000000002 0.0
-10.0 5.0 0.0
-10.0 5.100000000000001 0.0
-10.0 5.200000000000003 0.0
-10.0 5.300000000000001 0.0
-10.0 5.400000000000002 0.0
-10.0 5.5 0.0
-10.0 5.600000000000001 0.0
-10.0 5.700000000000003 0.0
-10.0 5.800000000000001 0.0
-10.0 5.900000000000002 -0.0
-10.0 6.0 -0.0
-10.0 6.100000000000001 -0.0
-10.0 6.200000000000003 -0.0
-10.0 6.300000000000001 -0.0
-10.0 6.400000000000002 -0.0
-10.0 6.5 -0.0
-10.0 6.600000000000001 -0.0
-10.0 6.700000000000003 -0.0
-10.0 6.800000000000001 -0.0
-10.0 6.900000000000002 -0.0
-10.0 7.0 -0.0
-10.0 7.100000000000001 -0.0
-10.0 7.200000000000003 0.0
-10.0 7.300000000000001 0.0
-10.0 7.400000000000002 0.0
-10.0 7.5 -0.0
-10.0 7.600000000000001 -0.0
-10.0 7.700000000000003 -0.0
-10.0 7.800000000000001 -0.0
-10.0 7.900000000000002 -0.0
-10.0 8.0 -0.0
-10.0 8.100000000000001 0.0
-10.0 8.200000000000003 -0.0
-10.0 8.3 0.0
-10.0 8.400000000000002 0.0
-10.0 8.5 0.0
-10.0 8.600000000000001 0.0
-10.0 8.700000000000003 0.0
-10.0 8.8 0.0
-10.0 8.900000000000002 0.0
-10.0 9.0 0.0
-10.0 9.100000000000001 0.0
-10.0 9.200000000000003 -0.0
-10.0 9.3 -0.0
-10.0 9.400000000000002 -0.0
-10.0 9.5 -0.0
-10.0 9.600000000000001 -0.0
-10.0 9.700000000000003 -0.0
-10.0 9.8 -0.0
-10.0 9.900000000000002 -0.0
-9.899999999999999 -10.0 -0.0
-9.899999999999999 -9.899999999999999 -0.0
-9.899999999999999 -9.799999999999999 -0.0
-9.899999999999999 -9.7 -0.0
-9.899999999999999 -9.6 -0.0
-9.899999999999999 -9.5 -0.0
-9.899999999999999 -9.399999999999999 -0.0
-9.899999999999999 -9.299999999999999 -0.0
-9.899999999999999 -9.2 0.0
-9.899999999999999 -9.1 0.0
-9.899999999999999 -9.0 0.0
